DATAFLOW,VARIABLE: Variable,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_VARIABLE_2: Note Variable 2,NOTE_VARIABLE_1: Note Variable 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1988,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1989,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1990,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1991,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1992,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1993,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1994,30,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1995,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1996,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1997,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1998,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,1999,30,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2000,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2001,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2002,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2003,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2004,36,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2005,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2006,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2007,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2008,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2009,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2010,,,,,,,,"-: ",0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2011,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2012,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2013,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2014,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2015,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2016,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2017,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2018,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2019,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2020,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2021,-2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09001: Dippach,A: Annual,2022,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1987,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1988,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1989,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1990,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1991,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1992,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1993,34,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1994,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1995,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1996,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1997,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1998,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,1999,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2000,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2001,-11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2002,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2003,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2004,-14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2005,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2006,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2007,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2008,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2009,-13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2010,23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2011,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2012,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2013,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2014,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2015,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2016,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2017,-1,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2018,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2019,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2020,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2021,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM09009: Steinfort,A: Annual,2022,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1987,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1988,58,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1989,43,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1990,65,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1991,66,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1992,65,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1993,89,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1994,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1995,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1996,91,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1997,71,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1998,69,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,1999,62,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2000,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2001,85,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2002,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2003,50,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2004,99,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2005,64,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2006,111,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2007,110,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2008,90,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2009,148,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2010,96,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2011,87,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2012,111,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2013,128,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2014,101,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2015,121,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2016,79,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2017,87,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2018,95,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2019,95,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2020,79,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2021,111,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM11003: Hesperange,A: Annual,2022,61,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1987,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1988,29,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1989,,,,,,,,"-: ",0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1990,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1991,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1992,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1993,26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1994,28,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1995,26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1996,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1997,56,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1998,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,1999,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2000,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2001,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2002,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2003,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2004,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2005,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2006,-6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2007,-41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2008,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2009,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2010,-27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2011,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2012,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2013,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2014,25,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2015,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2016,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2017,-14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2018,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2019,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2020,-5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2021,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM12009: Mersch,A: Annual,2022,-23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1987,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1988,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1989,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1990,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1991,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1992,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1993,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1994,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1995,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1996,,,,,,,,"-: ",0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1997,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1998,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,1999,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2000,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2001,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2002,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2003,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2004,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2005,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2006,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2007,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2008,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2009,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2010,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2011,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2012,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2013,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2014,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2015,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2016,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2017,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2018,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2019,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2020,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2021,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM01003: Troisvierges,A: Annual,2022,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1987,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1988,-6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1989,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1990,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1991,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1992,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1993,-11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1994,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1995,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1996,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1997,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1998,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,1999,25,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2000,26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2001,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2002,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2003,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2004,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2005,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2006,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2007,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2008,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2009,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2010,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2011,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2012,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2013,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2014,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2015,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2016,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2017,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM03005: Rambrouch,A: Annual,2018,13,,,,,,,,0: Zero
